Year,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Chad,Chile,China,Colombia,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,French Guiana,French Indochina,French West Africa,Gabon,Georgia,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guinea,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Mali,Martinique,Mexico,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,Sudan,Réunion,Romania,Russia,Rwanda,Ryukyu Islands,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,USSR,Uzbekistan,Venezuela,Viet Nam,Yemen,Zambia,Zimbabwe,World
1953,0.0,7.328,254.399886614173,14.5371363779528,817.713921259843,30.0830687000968,788.639648503937,690.513977952756,60.7232312650102,0.0,0.0,2.50429660292463,0.0,174.370379687598,2285.96469543307,,,17.8082681564246,,1003.06241007874,0.0,345.256988976378,,0.0,,1744.45636535433,0.0,,377.965545826772,1615.91747527559,432.479807244095,,0.0,,211.966066739982,199.88562519685,0.0,810.659134488189,149.005647874016,123.565659212598,621.46258015748,0.0,65.4171137007874,43.6114091338583,541.50833007874,18.171420472441,,45.6816969149618,3.63428409448819,0.0,461.55408,4601.00366362205,0.0,,29.0742727559055,,37.8823828075293,8951.24172472441,0.0,367.062693543307,0.0,29.0742727559055,,0.0,0.0,32.7085568503937,523.336909606299,0.0,1957.97332191488,72.6856818897638,87.2228182677166,232.594182047244,32.7085568503937,228.959897952756,3870.51256062992,50.8799773228346,4332.06664062992,0.0,484.671662390449,18.171420472441,0.0,83.5640797224912,,30.0830687000968,149.005647874016,0.0,0.0,113.647148422588,72.6856818897638,62.328938547486,0.0,10.8412542479648,14.5371363779528,,0.0,824.982489448819,0.0,301.64557984252,43.6114091338583,21.8057045669291,0.0,0.0,425.211239055118,0.0,138.102795590551,10.9028522834646,,0.0,374.331261732283,,295.506999145107,39.9771250393701,0.0,0.0,221.69132976378,145.371363779528,18.171420472441,1628.15927433071,381.59982992126,0.0,0.0,21.8057045669291,74.6588667847359,0.0,0.0,937.645296377952,4727.31773652273,0.0,0.0,0.0,,246.64451396648,0.0,0.0,337.774639370079,96.2679219777416,0.0,1050.30810330709,1609.98785385827,32.7085568503937,0.0,1162.97091023622,781.371080314961,109.028522834646,258.034170708661,30.0830687000968,141.737079685039,0.0,0.0,112.662806929134,261.66845480315,83.5640797224912,10.9028522834646,1466.91101921006,,5633.14034645669,0.0,23061.7062799857,145.371363779528,7890.03076913386,446.789279582919,486.994068661417,145.371363779528,0.0,56.916584801815,92.1506611077005,96819.9669345958
1954,0.0,7.328,327.085568503937,21.8057045669291,843.15390992126,35.7861202720787,944.913864566929,803.17678488189,72.2349464751217,0.0,0.0,2.84023883014623,0.0,207.426956391863,2162.39903622047,,,19.3434636871508,,1235.65659212598,0.0,385.234114015748,,0.0,,1758.99350173228,0.0,,381.59982992126,1915.84155212598,476.091216377953,,0.0,,230.239003527911,207.154193385827,0.0,892.751198740157,247.131318425197,170.811352440945,603.291159685039,0.0,79.9542500787402,47.2456932283465,661.439705196851,25.4399886614173,,54.3418863390824,14.5371363779528,0.0,512.434057322835,4815.42642519685,0.0,,39.9771250393701,,45.0640033055805,9481.84720251968,0.0,421.57695496063,0.0,29.0742727559055,,0.0,0.0,50.8799773228346,468.822648188976,0.0,2280.55130215373,72.6856818897638,98.1256705511811,294.377011653543,32.7085568503937,279.839875275591,4328.43235653543,47.2456932283465,5276.98050519685,32.7085568503937,576.554159939045,36.3428409448819,0.0,99.4058896446629,,35.7861202720787,167.177068346457,0.0,0.0,135.192009916742,76.319965984252,67.7021229050279,0.0,13.3051756679568,43.6114091338583,,0.0,864.959614488189,0.0,327.085568503937,50.8799773228346,29.0742727559055,0.0,0.0,479.725500472441,0.0,159.90850015748,10.9028522834646,,0.0,381.59982992126,,335.148181957255,36.3428409448819,0.0,3.63428409448819,239.862750236221,152.639931968504,14.5371363779528,1682.67353574803,385.234114015748,0.0,0.0,29.0742727559055,90.6638681828268,0.0,0.0,792.273932598425,5628.00018614801,0.0,0.0,0.0,,267.906972067039,0.0,0.0,371.979666141732,104.566880768926,0.0,1068.47952377953,1882.55916094488,39.9771250393701,0.0,1217.48517165354,897.668171338583,123.565659212598,265.302738897638,35.7861202720787,188.982772913386,0.0,10.9028522834646,141.737079685039,348.891273070866,99.4058896446629,21.8057045669291,1740.21750262569,,6007.47160818898,0.0,23685.8481580956,145.371363779528,9387.35581606299,531.490156633464,599.656875590551,127.199943307087,0.0,69.852172256773,113.093993177633,105884.18442919
1955,0.0,21.984,334.354136692913,36.3428409448819,923.10816,42.359963685182,984.890989606299,919.473875905512,85.5043711423118,0.0,0.0,2.87077903262092,0.0,245.530900619666,2318.67325228346,,,21.7997765363128,,1370.12510362205,0.0,399.771250393701,,0.0,0.0,1973.41626330709,0.0,,396.136966299213,1872.99525543307,516.068341417323,,0.0,,259.475702388598,214.422761574803,0.0,1008.19316409449,178.079920629921,199.88562519685,621.46258015748,0.0,116.297091023622,72.6856818897638,675.976841574803,29.0742727559055,,64.3243892997208,14.5371363779528,0.0,516.068341417323,5247.90623244094,0.0,,65.4171137007874,,53.3421764924514,10593.9381354331,0.0,559.679750551181,0.0,39.9771250393701,,14.5371363779528,0.0,58.148545511811,581.48545511811,0.0,2325.56218311729,72.6856818897638,156.274216062992,330.719852598425,65.4171137007874,327.085568503937,5269.71193700787,54.5142614173228,5222.46624377953,43.6114091338583,682.466081594599,65.4171137007874,0.0,117.666565792172,0.0,42.359963685182,225.325613858268,0.0,0.0,160.026529477354,76.319965984252,76.299217877095,0.0,16.5082735139464,54.5142614173228,,0.0,995.793841889764,0.0,359.794125354331,69.0513977952756,29.0742727559055,0.0,0.0,545.142614173228,0.0,203.519909291339,14.5371363779528,,0.0,396.136966299213,,338.751925849269,36.3428409448819,0.0,7.26856818897638,268.937022992126,196.251341102362,18.171420472441,1886.19344503937,385.234114015748,0.0,3.63428409448819,29.0742727559055,109.510893459001,32.7085568503937,0.0,955.816716850394,6667.17310664987,0.0,0.0,0.0,,301.926905027933,0.0,0.0,420.08048503937,117.845214834822,0.0,1155.70234204724,2140.59333165354,36.3428409448819,0.0,1261.0965807874,1046.6738192126,130.834227401575,290.742727559055,42.359963685182,188.982772913386,0.0,61.7828296062992,188.982772913386,407.039818582677,117.666565792172,25.4399886614173,2054.22538446788,,6287.31148346457,0.0,26062.9651536805,130.834227401575,11113.6407609449,629.123905102147,632.365432440945,149.005647874016,0.0,86.6684359482183,140.320324868544,117803.94617614
1956,0.0,32.976,323.451284409449,43.6114091338583,1021.23383055118,46.8264402407308,1057.57667149606,955.816716850394,94.5200367822158,0.0,0.0,3.2678016647919,0.0,271.419922136088,2304.13611590551,,,21.5950837988827,,1617.25642204724,0.0,425.211239055118,,0.0,0.0,2253.25613858268,0.0,,381.59982992126,2659.53084472441,603.29115968504,,0.0,,257.039310816874,294.377011653543,18.1714204724409,1097.98135937008,294.377011653543,225.325613858268,585.119739212598,0.0,123.565659212598,76.319965984252,668.708273385827,32.7085568503937,,71.1068166618504,14.5371363779528,0.0,476.091216377953,5654.94605102362,0.0,,72.6856818897638,,58.9666284512906,11106.3721927559,0.0,610.559727874016,0.0,39.9771250393701,,21.8057045669291,0.0,58.148545511811,490.628352755905,0.0,2554.36749468206,72.6856818897638,243.497034330709,352.525557165354,109.028522834646,301.64557984252,5604.06607370079,65.4171137007874,6436.31713133858,39.9771250393701,754.425981656218,90.8571023622047,0.0,130.073445113141,0.0,46.8264402407308,239.862750236221,0.0,0.0,176.899885353872,79.9542500787401,75.5827932960894,0.0,19.4649792179367,50.8799773228346,,0.0,1126.62806929134,0.0,312.548432125984,76.319965984252,18.171420472441,0.0,0.0,621.46258015748,0.0,221.69132976378,21.8057045669291,,0.0,443.382659527559,,385.600596445444,36.3428409448819,0.0,7.26856818897638,272.571307086614,214.422761574803,14.5371363779528,1995.22196787402,505.165489133858,0.0,7.26856818897638,21.8057045669291,123.482029914032,32.7085568503937,0.0,1035.77096692913,7376.04913050595,0.0,0.0,0.0,,299.091910614525,0.0,0.0,457.492233070866,116.738686995997,0.0,1224.75373984252,2336.84467275591,43.6114091338583,0.0,1232.0223080315,1177.50804661417,159.90850015748,290.742727559055,46.8264402407308,196.251341102362,0.0,69.0513977952756,178.079920629921,479.725500472441,130.073445113141,29.0742727559055,2264.55852784965,,6410.87714267716,0.0,27821.6283910057,167.177068346457,12287.5145234646,695.459353204927,715.953966614173,98.1256705511811,0.0,102.191140894168,165.452323352462,127977.411415462
1957,0.0,36.64,352.525557165354,65.4171137007874,1170.2394784252,54.4209835500492,1148.43377385827,1053.94238740157,109.849763091766,0.0,0.0,4.55049016872891,0.0,315.440145391952,2325.94182047244,,,27.6335195530726,,1679.03925165354,0.0,436.114091338583,,0.0,0.0,2711.17593448819,0.0,,359.794125354331,2855.3996296063,606.925443779528,,0.0,,328.91286218273,319.817000314961,32.7085568503937,1280.12312692913,443.382659527559,228.959897952756,574.216886929134,0.0,138.102795590551,76.319965984252,723.22253480315,43.6114091338583,,82.6392713167413,10.9028522834646,0.0,468.822648188976,6232.79722204724,0.0,,76.319965984252,,68.5301274333953,11182.6921587402,0.0,606.925443779527,0.0,47.2456932283465,,14.5371363779528,0.0,50.8799773228346,490.628352755905,0.0,2903.20182214966,123.565659212598,298.011295748032,258.034170708661,156.274216062992,356.159841259843,5905.71165354331,72.6856818897638,7501.16237102362,54.5142614173228,876.782512750792,101.759954645669,0.0,151.169398750137,0.0,54.4209835500492,276.205591181102,0.0,0.0,205.590382300186,94.4913864566929,96.7173184357542,0.0,22.6680770639263,54.5142614173228,,0.0,1264.73086488189,0.0,250.765602519685,83.5885341732284,18.171420472441,0.0,0.0,654.171137007874,0.0,265.302738897638,21.8057045669291,,0.0,501.53120503937,,536.957839910011,39.9771250393701,0.0,7.26856818897638,268.937022992126,250.765602519685,10.9028522834646,2220.54758173228,483.359784566929,0.0,3.63428409448819,47.2456932283465,146.327259223725,29.0742727559055,0.0,1162.97091023622,8579.17223918019,0.0,0.0,0.0,,382.724245810056,0.0,0.0,533.384636220472,149.381258241323,0.0,1250.19372850394,2456.77604787402,25.4399886614173,0.0,1210.21660346457,1239.29087622047,156.274216062992,298.011295748032,54.4209835500492,199.88562519685,0.0,65.4171137007874,199.88562519685,625.096864251968,151.169398750137,43.6114091338583,2624.55065718202,,6007.47160818898,0.0,26365.9868111555,207.154193385827,14282.7364913386,808.252385317397,864.959614488189,79.9542500787402,0.0,119.007404585613,192.678655043374,135840.56312508698
1958,0.0,40.304,417.942670866142,83.5885341732284,1221.11945574803,62.7191103258294,1213.85088755905,1064.84523968504,126.599685657693,0.0,0.0,4.51994996625422,0.0,363.538546888604,2006.12482015748,0.0,,27.4288268156425,,1871.65630866142,0.0,461.55408,0.0,0.0,0.0,2758.42162771653,0.0,,359.794125354331,3871.4689511811,606.925443779528,,0.0,0.0,326.476470611006,352.525557165354,39.9771250393701,1434.04574740157,603.29115968504,192.617057007874,526.971193700787,0.0,134.468511496063,79.9542500787402,748.662523464567,43.6114091338583,,95.240130494778,14.5371363779528,0.0,457.919795905512,6628.93418834646,0.0,,,,78.9796204103038,11487.9720226772,0.0,661.43970519685,0.0,58.148545511811,0.0,18.171420472441,0.0,76.319965984252,643.268284724409,14.5371363779528,3154.5125741962,149.005647874016,330.719852598425,258.034170708661,203.519909291339,352.525557165354,6338.1914607874,87.2228182677165,7406.67098456693,54.5142614173228,1010.47455524947,109.028522834646,0.0,174.219750905082,0.0,62.7191103258294,250.765602519685,0.0,0.0,236.938861230911,98.1256705511811,96.0008938547486,0.0,26.6103513359135,54.5142614173228,,0.0,1253.82801259842,0.0,199.88562519685,87.2228182677166,18.171420472441,0.0,0.0,675.976841574803,0.0,276.205591181102,18.171420472441,0.0,54.5142614173228,508.799773228346,,533.354096017998,32.7085568503937,0.0,3.63428409448819,298.011295748032,316.182716220473,14.5371363779528,2500.38745700787,505.165489133858,0.0,3.63428409448819,145.371363779528,171.888399578269,43.6114091338583,0.0,1271.99943307087,9895.2112938393,0.0,0.0,1351.95368314961,72.6856818897638,379.889251396648,0.0,0.0,597.519061417323,148.274730402499,0.0,1344.68511496063,2631.22168440945,39.9771250393701,0.0,1239.29087622047,1079.38237606299,192.617057007874,501.53120503937,62.7191103258294,225.325613858268,0.0,72.6856818897638,170.811352440945,748.662523464567,174.219750905082,50.8799773228346,3016.34408705534,,5858.46596031496,0.0,27169.0459136448,214.422761574803,16463.3069480315,931.494934839171,799.542500787402,149.005647874016,0.0,139.704344513546,226.187986355265,146615.11196044902
1959,18.171420472441,36.64,472.456932283465,76.319965984252,1170.2394784252,73.0217085479495,1293.8051376378,1195.67946708661,147.395670957898,0.0,0.0,4.15346753655793,0.0,423.255458805707,2195.10759307087,0.0,,30.9086033519553,,1897.09629732283,0.0,708.685398425197,0.0,0.0,0.0,2816.57017322835,3.63428409448819,0.0,414.308386771653,5107.89065574803,672.342557480315,0.0,0.0,0.0,367.895127330313,308.914148031496,39.9771250393701,1639.2759080315,952.182432755906,170.811352440945,686.879693858268,0.0,94.4913864566929,76.319965984252,883.13103496063,39.9771250393701,,110.884816683923,10.9028522834646,0.0,577.851171023622,6919.67691590551,0.0,,,0.0,91.9532626159365,13526.805399685,0.0,712.319682519685,0.0,58.148545511811,0.0,18.171420472441,3.63428409448819,69.0513977952756,708.685398425197,39.9771250393701,3537.10506238647,170.811352440945,327.085568503937,308.914148031496,287.108443464567,385.234114015748,7119.56254110236,98.1256705511811,8533.29905385827,54.5142614173228,1176.46085993919,156.274216062992,0.0,202.83807929986,0.0,73.0217085479495,367.062693543307,0.0,0.0,275.859787847809,94.4913864566929,108.180111731844,0.0,19.9577635019351,94.4913864566929,0.0,0.0,1337.41654677165,0.0,247.131318425197,105.394238740157,18.171420472441,0.0,0.0,792.273932598425,0.0,276.205591181102,18.171420472441,0.0,61.7828296062992,559.679750551181,,490.109169313836,47.2456932283465,0.0,7.26856818897638,287.108443464567,359.794125354331,14.5371363779528,2627.58740031496,508.799773228346,0.0,3.63428409448819,178.079920629921,203.907861894359,50.8799773228346,0.0,1410.10222866142,11529.8377244791,0.0,0.0,36.3428409448819,83.5885341732284,428.084156424581,0.0,0.0,683.031628346457,167.085703662517,0.0,1308.34227401575,2831.1073096063,47.2456932283465,0.0,1395.56509228346,1326.51369448819,221.69132976378,526.971193700787,73.0217085479495,250.765602519685,0.0,87.2228182677166,218.057045669291,857.691046299213,202.83807929986,39.9771250393701,3502.0442736345,0.0,6320.02004031496,0.0,29604.0783113409,207.154193385827,19170.8485984252,1084.50759732325,926.742444094488,188.982772913386,0.0,104.778258385159,169.640989766449,163455.058149614
1960,18.171420472441,36.64,523.336909606299,79.9542500787402,1304.70798992126,85.6876352069673,1381.02795590551,1399.19937637795,172.962078473323,0.0,0.0,4.82535199100113,0.0,496.670922588532,2169.66760440945,0.0,,33.3649162011173,,2209.64472944882,0.0,785.005364409449,0.0,0.0,0.0,2594.87884346457,3.63428409448819,0.0,414.308386771653,5618.98576629921,723.22253480315,0.0,0.0,0.0,397.131826191,196.251341102362,43.6114091338583,1762.41400440945,1130.26235338583,98.1256705511811,712.319682519685,0.0,83.5885341732284,98.1256705511811,1010.33097826772,43.6114091338583,,130.118260869839,14.5371363779528,0.0,621.46258015748,7006.89973417323,0.0,,,0.0,107.902948038403,14795.1705486614,0.0,810.445353070866,0.0,54.5142614173228,0.0,25.4399886614173,18.171420472441,72.6856818897638,777.736796220472,36.3428409448819,4002.21749900992,192.617057007874,305.279863937008,367.062693543307,392.502682204724,399.771250393701,7915.47075779527,105.394238740157,11139.0807496063,79.9542500787402,1380.52301166781,174.445636535433,0.0,238.021208908242,0.0,85.6876352069673,421.57695496063,0.0,0.0,323.70884411521,105.394238740157,116.777206703911,0.0,20.2041556439343,141.737079685039,0.0,0.0,1526.39931968504,0.0,287.108443464567,109.028522834646,21.8057045669291,0.0,0.0,890.399603149606,0.0,305.279863937008,14.5371363779528,0.0,83.5885341732284,570.582602834646,,569.391534938133,54.5142614173228,0.0,7.26856818897638,298.011295748032,392.502682204724,18.171420472441,3259.95283275591,592.388307401575,0.0,0.0,214.422761574803,243.718488217937,58.148545511811,0.0,1508.2278992126,13540.5162626218,0.0,0.0,43.6114091338583,83.5885341732284,462.104089385475,0.0,0.0,734.339168503937,180.364037728412,0.0,1337.41654677165,2834.74159370079,43.6114091338583,0.0,1388.29652409449,1500.95933102362,239.862750236221,585.119739212598,85.6876352069673,261.66845480315,0.0,87.2228182677166,199.88562519685,1006.69669417323,238.021208908242,36.3428409448819,4098.00662531678,0.0,6672.54559748031,0.0,27885.2319129672,203.519909291339,22499.8528289764,1272.6200636294,734.125387086614,199.88562519685,0.0,106.071817130655,171.735322973442,177769.62385732098
1961,21.8057045669291,58.624,530.605477795276,76.319965984252,1435.54221732283,95.72005603381,1413.73651275591,1522.76503559055,193.212705697876,0.0,0.0,5.16129421822272,0.0,554.821806270046,2351.38180913386,0.0,,32.5461452513966,,2329.57610456693,0.0,864.959614488189,0.0,0.0,0.0,2783.86161637795,3.63428409448819,0.0,436.114091338583,3329.76934299213,788.639648503937,0.0,0.0,0.0,387.386259904104,428.845523149606,47.2456932283465,1865.02908472441,1119.35950110236,69.0513977952756,781.371080314961,0.0,116.297091023622,109.028522834646,1017.59954645669,36.3428409448819,,145.352677680971,14.5371363779528,0.0,665.073989291339,7602.92232566929,0.0,,,0.0,120.53636685739,16023.5585725984,0.0,908.571023622047,0.0,61.7828296062992,0.0,21.8057045669291,21.8057045669291,90.8571023622047,792.273932598425,36.3428409448819,4204.76646334595,221.69132976378,461.55408,294.377011653543,367.062693543307,417.942670866142,8911.26459968504,105.394238740157,12174.8517165354,109.028522834646,1542.15645832249,163.542784251969,0.0,265.889044538361,0.0,95.72005603381,432.479807244095,0.0,0.0,361.609100572171,112.662806929134,113.911508379888,0.0,14.783528519952,163.542784251969,0.0,0.0,1500.95933102362,0.0,312.548432125984,105.394238740157,18.171420472441,0.0,0.0,941.279580472441,0.0,323.451284409449,18.171420472441,0.0,178.079920629921,628.731148346457,,609.032717750281,54.5142614173228,0.0,7.26856818897638,294.377011653543,505.165489133858,21.8057045669291,3637.91837858268,614.194011968504,0.0,0.0,258.034170708661,277.217024753981,39.9771250393701,0.0,1635.42784251968,15137.9027396516,0.0,0.0,50.8799773228346,90.8571023622047,450.764111731844,0.0,0.0,777.095451968504,175.937926373114,0.0,1282.90228535433,3274.48996913386,39.9771250393701,0.0,1504.59361511811,1780.79920629921,265.302738897638,745.028239370079,95.72005603381,399.771250393701,0.0,47.2456932283465,163.542784251969,1003.06241007874,265.889044538361,32.7085568503937,4564.97585312502,0.0,7105.02540472441,0.0,27997.9601063623,192.617057007874,25138.3430815748,1421.6200914651,748.662523464567,225.325613858268,0.0,77.6135247297478,125.659992419592,189009.998002923
1962,29.0742727559055,58.624,432.479807244095,83.5885341732284,1446.4450696063,107.866056621462,1450.07935370079,1511.86218330709,217.729632809988,0.0,0.0,5.80263847019123,0.0,625.223624491068,2365.91894551181,0.0,,35.0024581005587,,2507.65602519685,0.0,934.011012283464,0.0,0.0,0.0,3085.50719622047,3.63428409448819,0.0,505.165489133858,3329.76934299213,861.325330393701,0.0,0.0,0.0,416.622958764791,385.234114015748,47.2456932283465,1993.29793511811,1173.87376251969,98.1256705511811,806.811068976378,0.0,119.93137511811,105.394238740157,1104.82236472441,32.7085568503937,,163.796604499257,21.8057045669291,0.0,672.342557480315,8344.31628094488,0.0,,,0.0,135.83133056036,16819.4667892913,0.0,952.182432755905,0.0,58.148545511811,0.0,29.0742727559055,29.0742727559055,105.394238740157,857.691046299213,47.2456932283465,4381.05908045323,250.765602519685,439.748375433071,374.331261732283,367.062693543307,472.456932283465,9968.8412711811,98.1256705511811,14228.2222299213,116.297091023622,1737.84202334578,170.811352440945,0.0,299.627935059617,0.0,107.866056621462,425.211239055118,0.0,0.0,407.493991681079,112.662806929134,122.508603351955,7.26856818897638,13.551567809956,159.90850015748,0.0,0.0,1657.23354708661,0.0,345.256988976378,87.2228182677166,25.4399886614173,0.0,0.0,995.793841889764,0.0,312.548432125984,21.8057045669291,0.0,239.862750236221,697.782546141732,,684.711339482565,61.7828296062992,0.0,7.26856818897638,345.256988976378,476.091216377953,25.4399886614173,3728.77548094488,694.148262047244,0.0,0.0,388.868398110236,317.988690901968,50.8799773228346,0.0,1722.6506607874,17072.3422704266,0.0,0.0,90.8571023622047,90.8571023622047,484.784044692737,0.0,61.7828296062992,830.540806299212,189.216260439009,0.0,1315.61084220472,3605.20982173228,43.6114091338583,0.0,1519.13075149606,1842.58203590551,301.64557984252,923.10816,107.866056621462,476.091216377953,0.0,79.9542500787402,178.079920629921,1148.43377385827,299.627935059617,29.0742727559055,5129.76589914476,0.0,7043.24257511811,0.0,29146.9603161056,185.348488818898,28332.8788006299,1602.01069278542,759.565375748032,228.959897952756,0.0,71.1457310022688,115.188326384626,204571.147183325
1963,50.8799773228346,65.952,436.114091338583,94.4913864566929,1253.82801259843,114.792679458389,1540.93645606299,1635.42784251968,231.711149277118,0.0,0.0,6.2302013048369,0.0,665.372382786585,2325.94182047244,0.0,,39.6080446927374,,2562.17028661417,0.0,1090.28522834646,0.0,0.0,0.0,3143.65574173228,3.63428409448819,0.0,577.851171023622,4162.21167874016,908.571023622047,0.0,0.0,0.0,471.44176912858,399.771250393701,47.2456932283465,1806.02541354331,1250.19372850394,119.93137511811,752.296807559055,0.0,112.662806929134,127.199943307087,1239.29087622047,39.9771250393701,,174.314809547923,18.171420472441,0.0,705.051114330709,8962.14457700787,0.0,,,0.0,144.553744503156,17135.6495055118,0.0,1133.89663748031,0.0,76.319965984252,0.0,25.4399886614173,29.0742727559055,109.028522834646,890.399603149606,47.2456932283465,4771.15338213742,163.542784251969,465.188364094488,396.136966299213,367.062693543307,505.165489133858,10917.3894198425,98.1256705511811,14802.4391168504,141.737079685039,1849.43761349626,170.811352440945,0.0,318.868554051079,0.0,114.792679458389,443.382659527559,0.0,0.0,433.661233509468,101.759954645669,138.628156424581,21.8057045669291,13.0587835259576,178.079920629921,0.0,0.0,1860.75345637795,0.0,374.331261732284,83.5885341732284,61.7828296062992,0.0,0.0,1028.50239874016,0.0,356.159841259842,25.4399886614173,0.0,261.66845480315,712.319682519685,,735.163753970754,69.0513977952756,0.0,7.26856818897638,374.331261732284,468.822648188976,29.0742727559055,3794.19259464567,708.685398425197,0.0,0.0,385.234114015748,344.364991389941,58.148545511811,0.0,2158.76475212598,18183.0980568111,0.0,0.0,98.1256705511811,94.4913864566929,548.571418994413,0.0,94.4913864566929,752.510588976378,214.113136812563,0.0,1424.63936503937,3830.53543559055,36.3428409448819,0.0,1631.7935584252,1769.89635401575,337.988420787402,1108.4566488189,114.792679458389,490.628352755906,0.0,79.9542500787402,178.079920629921,1333.78226267717,318.868554051079,25.4399886614173,5443.77641927102,0.0,6948.75118866142,0.0,30652.243669194,167.177068346457,30157.289416063,1704.8838689931,781.371080314961,243.497034330709,0.0,68.5586135112772,110.999659970639,215982.01672384102
1964,61.7828296062992,62.288,388.868398110236,105.394238740157,1439.17650141732,122.145768570391,1791.70205858268,1864.38774047244,246.553495818011,0.0,0.0,6.41344251968504,0.0,707.993065972821,2889.25585511811,0.0,,42.2690502793296,,2780.22733228346,0.0,1275.63371716535,0.0,0.0,3.63428409448819,3547.06127622047,7.26856818897638,0.0,625.096864251968,4370.32226267716,970.353853228347,0.0,14.5371363779528,0.0,503.114859560991,399.771250393701,36.3428409448819,1916.33662488189,1290.17085354331,112.662806929134,937.645296377952,0.0,149.005647874016,141.737079685039,1246.55944440945,43.6114091338583,,185.480611532816,21.8057045669291,14.5371363779528,777.736796220472,10644.8181127559,0.0,,,0.0,153.813190051603,19472.4941782677,0.0,1319.24512629921,0.0,90.8571023622047,0.0,29.0742727559055,36.3428409448819,105.394238740157,1115.72521700787,54.5142614173228,4943.69509249773,218.057045669291,541.50833007874,479.725500472441,367.062693543307,541.50833007874,11288.0863974803,138.102795590551,16299.7641637795,152.639931968504,1967.90404918963,207.154193385827,0.0,339.293801584419,0.0,122.145768570391,436.114091338583,0.0,0.0,461.43957015481,101.759954645669,147.941675977654,21.8057045669291,14.5371363779528,228.959897952756,0.0,0.0,2184.2047407874,0.0,457.919795905512,90.8571023622047,65.4171137007874,0.0,0.0,1421.00508094488,0.0,388.868398110236,29.0742727559055,0.0,327.085568503937,763.19965984252,0.0,756.786217322835,61.7828296062992,0.0,10.9028522834646,403.405534488189,592.388307401575,32.7085568503937,4328.43235653543,803.17678488189,0.0,0.0,614.194011968504,372.763731240657,43.6114091338583,0.0,2347.74752503937,19363.2090864468,0.0,0.0,127.199943307087,101.759954645669,585.426346368715,0.0,98.1256705511811,798.473593700787,228.497998717283,0.0,1708.11352440945,4201.23241322835,36.3428409448819,0.0,1791.70205858268,2136.95904755905,312.548432125984,1162.97091023622,122.145768570391,523.336909606299,0.0,87.2228182677166,225.325613858268,1453.71363779528,339.293801584419,36.3428409448819,5776.09026999998,0.0,8384.29340598425,0.0,32176.1426872468,199.88562519685,32094.3628384252,1814.09085913803,915.839591811024,356.159841259843,0.0,76.319965984252,123.565659212598,236592.594573011
